ticket_id,created_at,created_timestamp,status,first_solved_at,ticket_brand,ticket_channel,ticket_form,ticket_group,ticket_priority,ticket_type,submitter_role,requester_organization,is_one_touch_resolution,is_two_touch_resolution,is_multi_touch_resolution,first_assignment_to_resolution_calendar_minutes,requester_wait_time_in_calendar_minutes,ticket_satisfaction_score,first_reply_time_calendar_minutes,last_assignment_to_resolution_calendar_minutes,final_resolution_calendar_minutes,assignee_name
154761,2023-07-26 09:14:25.000000,2023-07-26 09:14:25.000000,solved,2023-07-31 16:24:55.000000,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,urgent,question,agent,House Brush,FALSE,FALSE,TRUE,17,7630,bad,,17,7630,Darryl Philbin
154384,2023-07-24 17:00:24.000000,2023-07-24 17:00:24.000000,solved,2023-07-26 00:26:45.002000,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,normal,problem,agent,Service Scientist,FALSE,FALSE,TRUE,0,1886,bad,,0,1886,Stanley Hudson
153646,2023-07-19 14:16:15.000000,2023-07-19 14:16:15.000000,solved,2023-08-01 00:18:07.000000,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,high,problem,agent,The Glow Up,FALSE,FALSE,TRUE,8632,17882,good,,8632,17882,Erin Hannon (Kelly Erin Hannon)
153324,2023-07-18 10:13:23.000000,2023-07-18 10:13:23.000000,solved,2023-07-31 16:26:47.000000,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,normal,incident,agent,Puff Lounge,FALSE,FALSE,TRUE,8160,19093,good,,8160,19093,Karen Filippelli
153252,2023-07-17 21:19:58.000000,2023-07-17 21:19:58.000000,solved,2023-07-31 16:27:38.000000,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,urgent,task,agent,Urban Safari,FALSE,FALSE,TRUE,8162,19868,good,,8162,19868,Jim Halpert
152907,2023-07-14 20:30:19.000000,2023-07-14 20:30:19.000000,solved,2023-07-17 21:30:33.002000,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,normal,question,agent,Office Brush,FALSE,FALSE,TRUE,0,4380,good,,0,4380,Oscar Martinez
150993,2023-07-04 08:42:11.000000,2023-07-04 08:42:11.000000,open,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,low,task,agent,Brew Bean,FALSE,FALSE,FALSE,,59651,,,,,Angela Martin
158007,2023-08-14 12:59:53.000000,2023-08-14 12:59:53.000000,solved,2023-08-14 15:55:09.001000,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,high,incident,agent,Gourmet Sandwich,FALSE,FALSE,TRUE,0,176,bad,,0,176,Darryl Philbin
157890,2023-08-12 16:00:16.000000,2023-08-12 16:00:16.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,normal,task,agent,Active Body,FALSE,FALSE,FALSE,,3053,,,,,Michael Scott
157884,2023-08-12 09:26:37.000000,2023-08-12 09:26:37.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,low,incident,agent,The Interactive College,FALSE,FALSE,FALSE,,3447,,,,,David Wallace
157664,2023-08-10 21:17:18.000000,2023-08-10 21:17:18.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,urgent,question,agent,Bloom Marketing,FALSE,FALSE,FALSE,,5616,,,,,Pam Beesly (later Pam Halpert)
157451,2023-08-10 01:44:53.000000,2023-08-10 01:44:53.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,urgent,task,agent,Ready Continental,FALSE,FALSE,FALSE,,6789,,,,,David Wallace
157317,2023-08-09 15:19:06.000000,2023-08-09 15:19:06.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,normal,task,agent,The Interactive College,FALSE,FALSE,FALSE,,7414,,,,,Phyllis Vance
156700,2023-08-04 18:00:28.000000,2023-08-04 18:00:28.000000,solved,2023-08-04 19:37:39.000000,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,low,problem,agent,Garden Glow,FALSE,FALSE,TRUE,44,97,good,,44,97,Meredith Palmer
156556,2023-08-04 00:00:20.000000,2023-08-04 00:00:20.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,normal,problem,agent,Service Scientist,FALSE,FALSE,FALSE,,15533,,,,,Ryan Howard
156508,2023-08-03 19:09:07.000000,2023-08-03 19:09:07.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,low,task,agent,Sky Tours,FALSE,FALSE,FALSE,,15824,,,,,Meredith Palmer
156469,2023-08-03 15:56:59.000000,2023-08-03 15:56:59.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,low,incident,agent,Office Brush,FALSE,FALSE,FALSE,,16017,,,,,Pam Beesly (later Pam Halpert)
156461,2023-08-03 15:00:22.000000,2023-08-03 15:00:22.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,low,incident,agent,Puff Lounge,FALSE,FALSE,FALSE,,16073,,,,,Michael Scott
156450,2023-08-03 14:00:32.000000,2023-08-03 14:00:32.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,low,task,agent,The Zone,FALSE,FALSE,FALSE,,16133,,,,,Jim Halpert
156397,2023-08-03 09:21:44.000000,2023-08-03 09:21:44.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,high,task,agent,Think Ink,FALSE,FALSE,FALSE,,16412,,,,,Oscar Martinez
156271,2023-08-02 16:38:16.000000,2023-08-02 16:38:16.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,high,problem,agent,Zip Ride,FALSE,FALSE,FALSE,,17415,,,,,Meredith Palmer
156196,2023-08-02 13:00:18.000000,2023-08-02 13:00:18.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,urgent,problem,agent,Gourmet Sandwich,FALSE,FALSE,FALSE,,17633,,,,,Meredith Palmer
156195,2023-08-02 13:00:17.000000,2023-08-02 13:00:17.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,urgent,incident,agent,Active Body,FALSE,FALSE,FALSE,,17633,,,,,Darryl Philbin
156169,2023-08-02 08:36:57.000000,2023-08-02 08:36:57.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,high,task,agent,Think Ink,FALSE,FALSE,FALSE,,17897,,,,,Andy Bernard
155969,2023-08-01 15:00:42.000000,2023-08-01 15:00:42.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,low,problem,agent,Urban Philosophy,FALSE,FALSE,FALSE,,18953,,,,,Stanley Hudson
155953,2023-08-01 14:03:08.000000,2023-08-01 14:03:08.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,high,incident,agent,Wood Works,FALSE,FALSE,FALSE,,19010,,,,,David Wallace
155822,2023-07-31 21:30:14.000000,2023-07-31 21:30:14.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,high,task,agent,Evergrow,FALSE,FALSE,FALSE,,20003,,,,,Holly Flax
155385,2023-07-28 14:00:27.000000,2023-07-28 14:00:27.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,normal,task,agent,Gadget Man,FALSE,FALSE,FALSE,,24773,,,,,Toby Flenderson
155139,2023-07-27 17:00:30.000000,2023-07-27 17:00:30.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,urgent,question,agent,The Spice Route,FALSE,FALSE,FALSE,,26033,,,,,Stanley Hudson
154368,2023-07-24 16:00:23.000000,2023-07-24 16:00:23.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,low,question,agent,Sister Inc,FALSE,FALSE,FALSE,,30413,,,,,Jan Levinson
154282,2023-07-24 09:31:44.000000,2023-07-24 09:31:44.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,high,problem,agent,Sky Tours,FALSE,FALSE,FALSE,,30802,,,,,Holly Flax
153272,2023-07-18 03:00:09.000000,2023-07-18 03:00:09.000000,deleted,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,low,question,agent,Brew Bean,FALSE,FALSE,FALSE,,914,,,,,Darryl Philbin
153039,2023-07-17 05:45:47.000000,2023-07-17 05:45:47.000000,pending,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,urgent,incident,agent,Bean Morning,FALSE,FALSE,FALSE,,3714,,,,,Meredith Palmer
153032,2023-07-17 04:01:38.000000,2023-07-17 04:01:38.000000,solved,2023-07-31 16:28:27.000000,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,normal,incident,agent,My Plumber,FALSE,FALSE,TRUE,14587,20907,good,,14587,20907,Oscar Martinez
153029,2023-07-17 03:00:11.000000,2023-07-17 03:00:11.000000,deleted,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,normal,problem,agent,Bloom Marketing,FALSE,FALSE,FALSE,,2354,,,,,Dwight Schrute
152884,2023-07-14 18:03:36.000000,2023-07-14 18:03:36.000000,solved,2023-07-17 19:29:52.000000,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,normal,question,agent,Hearty Pancake,FALSE,FALSE,TRUE,0,4406,good,,0,4406,David Wallace
152874,2023-07-14 17:30:18.000000,2023-07-14 17:30:18.000000,solved,2023-07-17 19:32:10.000000,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,urgent,task,agent,Gourmet Sandwich,FALSE,FALSE,TRUE,0,4442,bad,,0,4442,Erin Hannon (Kelly Erin Hannon)
152606,2023-07-13 14:00:28.000000,2023-07-13 14:00:28.000000,deleted,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,high,task,agent,Urban Safari,FALSE,FALSE,FALSE,,6002,,,,,Toby Flenderson
152401,2023-07-12 16:30:21.000000,2023-07-12 16:30:21.000000,deleted,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,low,problem,agent,Jump Room,FALSE,FALSE,FALSE,,1310,,,,,Meredith Palmer
152389,2023-07-12 15:25:00.000000,2023-07-12 15:25:00.000000,closed,2023-07-12 16:43:03.000000,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,high,task,agent,The Crunchy Croissant,FALSE,FALSE,TRUE,0,78,good,,0,78,Erin Hannon (Kelly Erin Hannon)
152318,2023-07-12 10:00:13.000000,2023-07-12 10:00:13.000000,deleted,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,urgent,question,agent,Coal Kings,FALSE,FALSE,FALSE,,1699,,,,,Creed Bratton
152194,2023-07-11 17:56:57.000000,2023-07-11 17:56:57.000000,deleted,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,normal,question,agent,Smart Fitness,FALSE,FALSE,FALSE,,24933,,,,,Jim Halpert
152107,2023-07-11 13:00:21.000000,2023-07-11 13:00:21.000000,deleted,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,low,problem,agent,First Step,FALSE,FALSE,FALSE,,2959,,,,,Stanley Hudson
152028,2023-07-11 01:12:43.000000,2023-07-11 01:12:43.000000,closed,2023-07-12 06:28:11.001000,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,high,problem,agent,The Fresh Breakfast,FALSE,FALSE,TRUE,0,1756,bad,,0,1756,Dwight Schrute
151698,2023-07-07 18:48:09.000000,2023-07-07 18:48:09.000000,new,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,high,incident,agent,The Fresh Breakfast,FALSE,FALSE,FALSE,,54725,,,,,Toby Flenderson
151656,2023-07-07 14:06:25.000000,2023-07-07 14:06:25.000000,closed,2023-07-12 06:31:00.001000,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,low,task,agent,The Fresh Breakfast,FALSE,FALSE,TRUE,0,6745,good,,0,6745,Toby Flenderson
151646,2023-07-07 13:24:17.000000,2023-07-07 13:24:17.000000,closed,2023-07-10 15:42:11.000000,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,high,question,agent,Urban Gallery,FALSE,FALSE,TRUE,0,4458,bad,,0,4458,Roy Anderson
151486,2023-07-06 16:25:55.000000,2023-07-06 16:25:55.000000,closed,2023-07-10 15:39:39.000000,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,urgent,problem,agent,My Vegetarian Dinner,FALSE,FALSE,TRUE,0,5714,bad,,0,5714,Kelly Kapoor
151409,2023-07-06 12:00:19.000000,2023-07-06 12:00:19.000000,deleted,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,urgent,question,agent,Gourmet Sandwich,FALSE,FALSE,FALSE,,170,,,,,David Wallace
151261,2023-07-05 17:26:46.000000,2023-07-05 17:26:46.000000,closed,2023-07-10 20:45:15.000000,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,high,question,agent,Think Ink,FALSE,TRUE,FALSE,7351,1597,good,1527.316667,7351,7399,Dwight Schrute
151237,2023-07-05 15:46:02.000000,2023-07-05 15:46:02.000000,pending,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,normal,question,agent,Urban Philosophy,FALSE,FALSE,FALSE,,20392,,,,,Jim Halpert
151109,2023-07-05 04:30:13.000000,2023-07-05 04:30:13.000000,closed,2023-07-05 18:14:42.000000,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,urgent,incident,agent,Jump Room,FALSE,FALSE,TRUE,0,824,bad,,0,824,Michael Scott
150904,2023-07-03 16:30:18.000000,2023-07-03 16:30:18.000000,closed,2023-07-12 21:09:02.000000,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,high,question,agent,Easy Wings,FALSE,FALSE,TRUE,13207,13239,bad,,13207,13239,Ryan Howard
150896,2023-07-03 16:00:26.000000,2023-07-03 16:00:26.000000,deleted,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,low,problem,agent,Service Scientist,FALSE,FALSE,FALSE,,4250,,,,,Stanley Hudson
150889,2023-07-03 15:30:16.000000,2023-07-03 15:30:16.000000,deleted,,Dunder Mifflin Support,direct,Jim's Rundown Follow Up,DM Somehow I Manage,urgent,problem,agent,Garden Store,FALSE,FALSE,FALSE,,4281,,,,,Roy Anderson
158070,2023-08-14 17:04:21.000000,2023-08-14 17:04:21.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,low,task,end-user,Smart Phone Repair,FALSE,FALSE,FALSE,,109,,,,,Angela Martin
158069,2023-08-14 17:03:50.000000,2023-08-14 17:03:50.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,low,problem,agent,Raven,FALSE,FALSE,FALSE,,110,,,,,Michael Scott
157973,2023-08-14 07:37:55.000000,2023-08-14 07:37:55.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,low,incident,end-user,Trendy Scissor,FALSE,FALSE,FALSE,,676,,,,,Meredith Palmer
157752,2023-08-11 10:49:29.000000,2023-08-11 10:49:29.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,high,problem,agent,Garden Store,FALSE,FALSE,FALSE,,4804,,,,,Ryan Howard
157692,2023-08-10 22:56:19.000000,2023-08-10 22:56:19.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,high,task,end-user,Trendy Scissor,FALSE,FALSE,FALSE,,5517,,,,,Kelly Kapoor
157604,2023-08-10 15:54:38.000000,2023-08-10 15:54:38.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,high,question,agent,Brunchies,FALSE,FALSE,FALSE,,5939,,,,,Jim Halpert
157187,2023-08-08 19:32:56.000000,2023-08-08 19:32:56.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,high,question,agent,Urban Philosophy,FALSE,FALSE,FALSE,,8601,,,,,Oscar Martinez
156957,2023-08-07 17:18:57.000000,2023-08-07 17:18:57.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,normal,problem,agent,Ready Continental,FALSE,FALSE,FALSE,,10175,,,,,Stanley Hudson
156849,2023-08-07 07:37:52.000000,2023-08-07 07:37:52.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,urgent,question,end-user,The Glow Up,FALSE,FALSE,FALSE,,10756,,,,,Angela Martin
156551,2023-08-03 22:56:19.000000,2023-08-03 22:56:19.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,low,problem,end-user,Clean Scissor,FALSE,FALSE,FALSE,,15597,,,,,Erin Hannon (Kelly Erin Hannon)
156547,2023-08-03 22:34:53.000000,2023-08-03 22:34:53.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,high,problem,agent,Brew Bean,FALSE,FALSE,FALSE,,15619,,,,,Meredith Palmer
156161,2023-08-02 06:55:11.000000,2023-08-02 06:55:11.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,high,task,agent,Easy Wings,FALSE,FALSE,FALSE,,17998,,,,,Meredith Palmer
156009,2023-08-01 16:14:39.000000,2023-08-01 16:14:39.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,urgent,incident,end-user,The Auto DNA,FALSE,FALSE,FALSE,,18879,,,,,Jan Levinson
156006,2023-08-01 16:10:49.000000,2023-08-01 16:10:49.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,urgent,incident,end-user,Gourmet Sandwich,FALSE,FALSE,FALSE,,18883,,,,,Toby Flenderson
156004,2023-08-01 16:07:55.000000,2023-08-01 16:07:55.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,low,question,end-user,Clean Scissor,FALSE,FALSE,FALSE,,18886,,,,,Holly Flax
155867,2023-08-01 06:42:15.000000,2023-08-01 06:42:15.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,low,incident,agent,The Interactive College,FALSE,FALSE,FALSE,,19451,,,,,Ryan Howard
155843,2023-08-01 00:08:04.000000,2023-08-01 00:08:04.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,low,task,agent,The Crunchy Croissant,FALSE,FALSE,FALSE,,19845,,,,,Stanley Hudson
155622,2023-07-31 07:37:53.000000,2023-07-31 07:37:53.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,high,task,end-user,The Spice Route,FALSE,FALSE,FALSE,,20836,,,,,Dwight Schrute
155397,2023-07-28 14:31:40.000000,2023-07-28 14:31:40.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,normal,incident,end-user,Sister Inc,FALSE,FALSE,FALSE,,24742,,,,,Ryan Howard
155253,2023-07-27 22:56:21.000000,2023-07-27 22:56:21.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,high,task,end-user,Jump Room,FALSE,FALSE,FALSE,,25677,,,,,Kevin Malone
154984,2023-07-27 04:28:21.000000,2023-07-27 04:28:21.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,urgent,incident,end-user,Garden Glow,FALSE,FALSE,FALSE,,26785,,,,,Stanley Hudson
154893,2023-07-26 17:45:59.000000,2023-07-26 17:45:59.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,low,problem,agent,Sky Tours,FALSE,FALSE,FALSE,,27428,,,,,Ryan Howard
154887,2023-07-26 17:38:24.000000,2023-07-26 17:38:24.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,normal,task,agent,Art Fade,FALSE,FALSE,FALSE,,27435,,,,,Ryan Howard
154700,2023-07-25 23:19:31.000000,2023-07-25 23:19:31.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,low,problem,end-user,Beep Sports,FALSE,FALSE,FALSE,,28534,,,,,Erin Hannon (Kelly Erin Hannon)
154699,2023-07-25 23:17:33.000000,2023-07-25 23:17:33.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,urgent,problem,end-user,Trendy Scissor,FALSE,FALSE,FALSE,,28536,,,,,Kevin Malone
154697,2023-07-25 23:11:07.000000,2023-07-25 23:11:07.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,low,question,end-user,Bloom Marketing,FALSE,FALSE,FALSE,,28542,,,,,Pam Beesly (later Pam Halpert)
154695,2023-07-25 23:08:22.000000,2023-07-25 23:08:22.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,high,task,end-user,Clean Scissor,FALSE,FALSE,FALSE,,28545,,,,,Jan Levinson
154265,2023-07-24 07:37:53.000000,2023-07-24 07:37:53.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,urgent,problem,end-user,Ready Continental,FALSE,FALSE,FALSE,,30916,,,,,Dwight Schrute
154175,2023-07-22 06:28:32.000000,2023-07-22 06:28:32.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,normal,problem,end-user,Jump Room,FALSE,FALSE,FALSE,,33865,,,,,Jim Halpert
153974,2023-07-20 22:56:18.000000,2023-07-20 22:56:18.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,normal,incident,end-user,Brew Bean,FALSE,FALSE,FALSE,,35757,,,,,Kevin Malone
153812,2023-07-20 06:17:08.000000,2023-07-20 06:17:08.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,normal,question,end-user,Zip Ride,FALSE,FALSE,FALSE,,36756,,,,,Ryan Howard
153724,2023-07-19 17:46:18.000000,2023-07-19 17:46:18.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,low,task,agent,Hearty Pancake,FALSE,FALSE,FALSE,,37507,,,,,Meredith Palmer
153576,2023-07-19 08:51:11.000000,2023-07-19 08:51:11.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,low,incident,agent,Garden Glow,FALSE,FALSE,FALSE,,38042,,,,,Jan Levinson
153498,2023-07-18 21:01:36.000000,2023-07-18 21:01:36.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,low,incident,agent,Garden Store,FALSE,FALSE,FALSE,,38752,,,,,Roy Anderson
153493,2023-07-18 20:29:14.000000,2023-07-18 20:29:14.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,high,incident,agent,Clean Scissor,FALSE,FALSE,FALSE,,38784,,,,,Dwight Schrute
153299,2023-07-18 08:10:19.000000,2023-07-18 08:10:19.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,normal,question,end-user,Gourmet Sandwich,FALSE,FALSE,FALSE,,39523,,,,,Karen Filippelli
153247,2023-07-17 20:38:56.000000,2023-07-17 20:38:56.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,urgent,problem,end-user,Smart Phone Repair,FALSE,FALSE,FALSE,,40215,,,,,Erin Hannon (Kelly Erin Hannon)
153176,2023-07-17 16:13:31.000000,2023-07-17 16:13:31.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,high,problem,end-user,Smart Phone Repair,FALSE,FALSE,FALSE,,40480,,,,,Darryl Philbin
153056,2023-07-17 07:37:52.000000,2023-07-17 07:37:52.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,low,incident,end-user,Art Fade,FALSE,FALSE,FALSE,,40996,,,,,Dwight Schrute
152946,2023-07-15 15:50:49.000000,2023-07-15 15:50:49.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,normal,question,agent,Raven,FALSE,FALSE,FALSE,,43383,,,,,Creed Bratton
152846,2023-07-14 15:29:25.000000,2023-07-14 15:29:25.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,urgent,question,end-user,Think Ink,FALSE,FALSE,FALSE,,44844,,,,,Oscar Martinez
152844,2023-07-14 15:28:59.000000,2023-07-14 15:28:59.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,normal,question,end-user,Urban Gallery,FALSE,FALSE,FALSE,,44845,,,,,Michael Scott
152741,2023-07-13 22:56:18.000000,2023-07-13 22:56:18.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,high,incident,end-user,Evergrow,FALSE,FALSE,FALSE,,45837,,,,,Holly Flax
152448,2023-07-12 19:54:17.000000,2023-07-12 19:54:17.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,urgent,incident,agent,Urban Safari,FALSE,FALSE,FALSE,,47459,,,,,Creed Bratton
152396,2023-07-12 16:08:52.000000,2023-07-12 16:08:52.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,urgent,question,agent,Garden Glow,FALSE,FALSE,FALSE,,47685,,,,,Holly Flax
152298,2023-07-12 06:32:02.000000,2023-07-12 06:32:02.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,low,question,agent,Garden Store,FALSE,FALSE,FALSE,,48261,,,,,Michael Scott
151945,2023-07-10 16:45:37.000000,2023-07-10 16:45:37.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,high,question,end-user,Gourmet Sandwich,FALSE,FALSE,FALSE,,50528,,,,,Jan Levinson
151828,2023-07-10 07:37:53.000000,2023-07-10 07:37:53.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,normal,problem,end-user,Bean Morning,FALSE,FALSE,FALSE,,51076,,,,,Roy Anderson
151603,2023-07-07 06:24:17.000000,2023-07-07 06:24:17.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,low,incident,agent,Service Scientist,FALSE,FALSE,FALSE,,55469,,,,,Holly Flax
151569,2023-07-06 22:56:19.000000,2023-07-06 22:56:19.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,urgent,task,end-user,The Crunchy Croissant,FALSE,FALSE,FALSE,,55917,,,,,Phyllis Vance
151063,2023-07-04 16:17:15.000000,2023-07-04 16:17:15.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,high,problem,end-user,Urban Gallery,FALSE,FALSE,FALSE,,59196,,,,,Andy Bernard
151053,2023-07-04 14:36:32.000000,2023-07-04 14:36:32.000000,open,,Dunder Mifflin Support,email,Scott's Tots Support Inquiry,DM Sales,urgent,task,agent,Puff Lounge,FALSE,FALSE,FALSE,,59297,,,,,Dwight Schrute
